,Date,User,Tweet,Likes,Hashtags,Language
804,2021-08-15 10:12:01+00:00,aryannakim08,"4 years din sakin laptop ko, ngaypn pa nasira kung kelan online class ☹️☹️☹️",0,,tl
805,2021-08-15 10:03:26+00:00,mrydnspdr,Excited ako bukas pero dipa ako ready mag online class,0,,tl
806,2021-08-15 09:06:42+00:00,mr_alvvrez,"start na online class bukas, bakit ba??? https://t.co/ozc4Cf78O7",2,,tl
807,2021-08-15 01:04:32+00:00,j_annecutie,Nagenroll ako sa school na walang tuition fee pero wala din kurso ko😢 hayyysss gustong gusto ko yung kurso na yun eh mahal lang tuition fee bat kasi may tuition pa online class naman eh,0,,tl
808,2021-08-15 00:20:14+00:00,shen_nah,"I understand that taking an online class can be exhausting, so best of luck to all of the students out there, especially the freshmen 🥰

Padayon paras pangandoy!! ❤️",0,,en
809,2021-08-14 14:44:35+00:00,mrvcpnts_,penge extra motivation para sipagin mag online class,0,,tl
810,2021-08-14 13:32:33+00:00,armeezzhang,@khaleesiMD @phenelophen Haha. First day ng online class inantok agad.,0,,tl
811,2021-08-14 13:01:53+00:00,domsabunda,"8:30AM to 8:30PM online class 

So exhausting! #LawSchool",2,['LawSchool'],en
812,2021-08-14 06:44:37+00:00,Krezziaaang,hay salamat na extend jud ang klase. hello online class next week 🤗 haha bday pa jud nako ana 🤔,0,,tl
813,2021-08-14 05:42:29+00:00,Kykykyyyyyyy,Di pa ko ready mag online class,0,,tl
814,2021-08-14 05:21:03+00:00,itsbeeeeng,"balancing my sched - - online class, online business, friday ganap, etc hahaha",0,,en
815,2021-08-14 05:08:40+00:00,armeezzhang,Online class pero inaantok na ko shemay. https://t.co/coKDbTlagC,3,,tl
816,2021-08-14 00:59:29+00:00,jayeverdejo,Halat sa online class. Hahaha the TAMA Behavior. https://t.co/2ep6CkHi0X,0,,en
817,2021-08-13 15:06:35+00:00,dominicjoeg_,ready na ba ulit ako sumabak sa online class 🥲,0,,tl
818,2021-08-13 14:54:41+00:00,morning_bread00,Iniisip ko si je kapag online class na huhuhu super busy niya,0,,tl
819,2021-08-13 12:39:22+00:00,itsmenikko21,Malipay man sad diay ta nga makita nato classmate nato bisag sa online class ramo nag ila haha,0,,tl
820,2021-08-13 11:04:53+00:00,nickbdumular,Setting up the mood for online class 🌃❄️ https://t.co/LPsmdlqHsP,5,,en
821,2021-08-13 02:31:54+00:00,vinbu,"Todays tasks which are done
1. Online class
2. Clean the bedroom
3. Go to the Korean Mart",0,,en
822,2021-08-13 02:07:39+00:00,myjustonlyyou,ang basis po ng online class para makapasa ay kailangan bida bida ka.,2,,tl
823,2021-08-13 01:33:43+00:00,myjustonlyyou,"tanqinang online class yan, nakaka motivate di mag aral a.",1,,tl
824,2021-08-12 17:31:47+00:00,rianbacalla,"When i started college, i was so persistent to be a dean's lister. But i realized how hard it college was especially online class. Now, malipay nako bisan gamay ako gradi basta pasar.

As of now, my college life is not a story of topping, it's all about surviving.",19,,en
825,2021-08-12 11:55:55+00:00,RhymeEniceo,"Sa may couple yoga online class ako soon?

Pero pano ko kaya ituturo yon online? Doble kara LOL 😅

Mas madali ipagawa face to face LOL.",1,,tl
826,2021-08-12 07:25:36+00:00,def_notmj,boys ah hilig nyo mag ss ng mukha ko during online class hahahha,1,,tl
827,2021-08-12 06:30:05+00:00,honeyquenneeb,"unta ma survive nako ang online class this year oy, ayaw ko pasagdi lord gisalig nako tanan saimoha dala paningkamot:)))",16,,tl
828,2021-08-12 03:53:55+00:00,DustinLandicho,Not me trying to rewind an online class by 5 seconds bc I missed what the prof said,3,,en
829,2021-08-12 03:23:13+00:00,mrvcpnts_,di ako ready mentally for another sem of online class 💀,3,,en
830,2021-08-12 02:05:39+00:00,norythur,Hayz tapos na gajud sa klase late lang nemen hahahah bisag online class late gihapon hahha kausik dugay man gajud soks kamata hahahh,0,,tl
831,2021-08-12 01:47:03+00:00,umipigMD,@docjonahpedia Screentime ng mga naka online class ngayong covid kineme,1,,tl
832,2021-08-11 16:58:09+00:00,NickJelmond,@Tymonching Sir thank you pooo!!! Waahh miss na kita pa sit in naman sa online class,0,,tl
833,2021-08-11 16:35:15+00:00,RichFlavored,"For me talaga kung BTS fan ka, dapat naka-Samsung ka, I don't really understand BTS fans na naka-iPhone pa rin. Parang nakakalapastangan sa fandom. If you want to do something good out of all your Apple devices, I donate niyo na yung iPhones niyo sa mga batang nago-online class",1,,tl
834,2021-08-11 16:03:29+00:00,JPEncabo00001,Yawa nagparamdam na gyud mga prof HAHAHAHAHA season 2 na gyud diay online class,0,,tl
835,2021-08-11 12:55:45+00:00,HygAsclepius,Nakahilak ko. Naka hilak ko kay proud kaayo ko ani na bata. Wala ko mag expect nga ingon ani siya ka determined sa iya pag eskwela. Sauna mu chat rani siya *ate beemm pwede ko mangayo load pang online class? *🥺🥺🥺😩😩♥️ grabi ka deserving sa Magna Cum Laude. 😩♥️♥️♥️♥️✨ https://t.co/vX8ELBr4b5,0,,tl
836,2021-08-11 12:09:06+00:00,MesaAreeve,@niezeljave Way patawad boy pati online class HAHAHAHAHA,0,,tl
837,2021-08-11 12:07:38+00:00,MesaAreeve,Yawa maka sala mn diay japon mi sa school bisag online class na atay HAHAHAHAHHA @niezeljave,1,,tl
838,2021-08-11 11:51:42+00:00,jujubods,"Syet, wala pa talaga ako sa condition for online class ulet. Shutta",0,,tl
839,2021-08-11 10:01:26+00:00,febzcalibo,"“okay what do u prefer, online class or f2f class”

“nah i prefer online”

na yawa sanaoll HAHAHAHAHA my student is just so lucky they have f2f classes 🥲",2,,en
840,2021-08-11 09:14:58+00:00,xofiuh,PANG ONLINE CLASS HUHUHU 🥺🧡💚,0,,tl
841,2021-08-11 07:54:27+00:00,topedan87,Lami kaau ang kape sa online class.☕️,1,,tl
842,2021-08-11 06:41:36+00:00,Langging_Marie,Gahapon pako na Stress aning mga manok di ko maka Online class. Litse,0,,tl
843,2021-08-11 02:21:03+00:00,francisarji,"Pangaligo ug Panoothbrash Usa Mo Before mag Online Class.
Mga Damak.
#Onlineclass 
#OnlineClasses",0,"['Onlineclass', 'OnlineClasses']",tl
844,2021-08-11 02:20:20+00:00,lliasslyxq,tawang tawa ako sa kapatid ko kaya pala gusto manood sa online class ko kasi gusto makita mga naka open cam na babae kong classmates 😭,2,,tl
845,2021-08-11 01:25:22+00:00,armeezzhang,Ang sakit sa mata talaga yung kulang ka sa tulog. Ang aga kasi ako ginising ni Robynn kasi may online class siya. 😂,0,,tl
846,2021-08-11 01:14:47+00:00,kyla_gaupo,"Online Class
Duty Work - Student Assistant
Work 
kere mo yan sis 💪💯",2,,en
847,2021-08-10 14:19:45+00:00,rubithere,daw wala lang online class bwas ba. Haha.😂,1,,tl
848,2021-08-10 13:56:42+00:00,drlncebedico,@evrybdywantsyou literal na kayo ang magadjust.. hays online class *sighs ugly*,0,,tl
849,2021-08-10 12:13:54+00:00,mveatinq,sukad nagsugod ang online class wla njud mi nag classmate skng bibibaaay hys,0,,tl
850,2021-08-10 10:05:39+00:00,princiiisaaa,"Uy, ma'am!
Ma'am!
Maaaammm!
Ma'am na maganda! 🤣 (self-proclaimed) 😅

Nakaka miss na talaga ang FACE to FACE class 🥺 mas marami parin matutunan ang mga bata sa Face to face class kaysa sa Online class ngayon. 😩

#OnlineClassDiaries https://t.co/8Sml8tVpDx",5,['OnlineClassDiaries'],tl
851,2021-08-10 10:01:27+00:00,princiiisaaa,"Uy, ma'am!
Ma'am!
Maaaammm!
Ma'am na maganda! 🤣 (self-proclaimed) 😅

Nakaka miss na talaga ang FACE to FACE class 🥺 mas marami parin matutunan ang mga bata sa Face to face class kaysa sa Online class. 😩

#OnlineClassDiaries https://t.co/2Zh3eUzLm4",2,['OnlineClassDiaries'],tl
852,2021-08-09 15:45:11+00:00,itsmickay,"First time to umattend online class.
Teacher: okay ba ang audio?
**silence
T: is it better than yesterday?
**silence
T: class?
**silence
T: ABA MAG SISAGOT KAYO.
—
Shookt kami ni sir dan nagalit si teacher 😅",0,,tl
853,2021-08-09 14:14:22+00:00,vheaaaa11,Wanako kasabot sa ako sched jud lisoda jud aning online class while ga duty ka uy lami kaayo i give up. Pero naka huna2 ko mao ako main goal maka human  and  at the same time mag trabaho gihapon ko para sa akoa school and bills sa balay aron maka tabang2 nila mama. Laban uy.,0,,tl
854,2021-08-09 09:27:17+00:00,acceptancestidg,I only experience zoom meeting during Online class rn hahaha. Zoom meet with bts when kaya? Charss haha. Anyway enjoy 200 lucky army's 💜💜.,0,,en
855,2021-08-09 08:53:53+00:00,chacharanchacha,Hirap mag online class guysh?? Hehehe,0,,tl
856,2021-08-09 04:45:27+00:00,rahmehnn,1 week nalang henlo online class na ulit,0,,tl
857,2021-08-09 01:45:28+00:00,y2dnum,"Klase na! Online class o face to face, we do our best fam! ❤️",3,,en
858,2021-08-09 00:12:10+00:00,Clairemass08,"Whahahaha bored daw ung boses ng teacher s online class,,wla png 5mins😂",0,,tl
859,2021-08-08 16:04:23+00:00,yamotna2022,@iiivandumago Dati may PCAC sa PLM na welcome and dancers performing folk dances. Di ko lang alam ngayon since online class lang ang meron.,0,,tl
860,2021-08-08 15:09:01+00:00,OwnedByAByun,@thanksmamu For my eyes po sana coz I'm always on my phone especially next month na start na online class. Thank you po! https://t.co/TTmhqZLAu7,0,,en
861,2021-08-08 14:46:38+00:00,taehyungie_kyut,"the other army's tomorrow with bts pajama party zoom, while me i tomorrow with online class...which is not selected (i'm broke)😭😭💔💔🤕",4,,en
862,2021-08-08 11:44:57+00:00,nocedal15,"Ayoko online class, mawawalan ng taga suporta sa bahay namin pag tumigil ako mag trabaho🥺",1,,tl
863,2021-08-08 03:37:42+00:00,Ms_Kjeyd,@BabesArphie Yung online class kase miss ko madama HAHAHA charr lang pala,0,,tl
864,2021-08-07 10:42:39+00:00,lem_mercado,"Imagine how difficult the online class is? When you have concerns regarding your grades ang dali lang iinbox ni prof nung message mo. Ang dali lang din sabihin ni professor na “hindi ka nagpasa requirement, pasensya na 0 ka” 🤡 sobrang nakakaawa mga students na na-experience to.",9,,tl
865,2021-08-04 01:59:27+00:00,izzhanotasia,Pati sa online class ga uyab uyab hahahahhahahahahaha https://t.co/2KscgTauc2,1,,tl
866,2021-08-03 15:11:00+00:00,MsLigaya27,"AHHHHHHHHHHHH DAMI KONG NEED BILIHIN FOR ONLINE CLASS

BAKA MAY KAKILALA PO KAYONG NAGHAHANAP NG MAG TTYPE ANY FILES. PLEASE PM ME HUHU.",0,,tl
867,2021-08-03 12:16:45+00:00,graciillee,"For me, online class is okay... But the technical errors— I caaaaaan't agree anymore",4,,en
868,2021-08-03 07:34:22+00:00,sirstarnold,Selfie before Online Class starts at 12PM #AP7Remedial https://t.co/b2inyK2vkJ,1,['AP7Remedial'],en
869,2021-08-03 04:23:05+00:00,322x322x322x322,Online class learning after graduating Pilot. https://t.co/WxOZ9OUoCK,0,,en
870,2021-08-03 00:53:05+00:00,0514_nics,"Same kaya thankgod napunta ako sa fandom na ito worth it yung diko pagpasok sa online class ng 1yr dahil nakilala ko sila and ang ibang A'TIN.

Requesting Bazinga by @SB19Official
 @88risingRadio @sosupersam #SUPERFANFRIDAY https://t.co/hiPyvfA2vg",1,['SUPERFANFRIDAY'],tl
871,2021-08-02 19:00:04+00:00,armeezzhang,"My 3 am self na gising na gising at hindi alam paano matutulog ulit after ng dalawang online class. 😅😎
Todo jacket ako para ma-feel ang America. Kaso summer nga pala sa kanila. Hahaha. https://t.co/pWg5bdFK3v",0,,tl
872,2021-08-02 15:56:36+00:00,graciillee,Excited na unta ko mag online class ugma kaso I remember my Gmail is not fixed yet huhuwaawgs,4,,tl
873,2021-08-02 15:22:38+00:00,mariu_btsvt,"@kwiniace @karenngelica Noh? Plus oras pa jud nimo, whole Saturday kay for klase ra jud hehe kung walay online class basi wa jud pud ko nag enroll lols",0,,tl
874,2021-08-02 15:20:02+00:00,mariu_btsvt,"@kwiniace @karenngelica Basi mu graduate ko ani nga wala mi nag kita sako mga classmate ba hahahha pero mas ok sa akoa online class, tipid hehhe",1,,tl
875,2021-08-02 13:42:28+00:00,kinginamoka__,"halos wa man gani koy natun an online class sa senior high, online class pa kaha sa college???ywaa",0,,tl
876,2021-08-02 12:42:19+00:00,simohnecarla,sana alam nyo na stressful x1000000 po ang group activities sa online class 🤬,34,,tl
877,2021-08-02 10:35:15+00:00,arzeee_,"Puslan maning online class nata permi, pa color natag buhok oy! 😂 https://t.co/vuvgmx8NpN",105,,tl
878,2021-08-02 09:40:55+00:00,Jnthnbrxrys,"Ready na po kao for online class.... 
hihi online class... https://t.co/Pawiz3kG1R",0,,en
879,2021-08-02 01:48:13+00:00,jghamoranto,Yung mga parents na nagsasabi ng “Bakit kasi di mo agad ginawa yan?” don’t know what they’re saying. Di nila alam yung hirap ng online class. Atsaka kapag tinatamad kami eh normal lang na di kami gumawa ng requirement kasi magiging mema lang yung output. https://t.co/nxwBzuCvJo,2,,tl
880,2021-08-01 17:13:55+00:00,paulvelasco_,makatulog na nga at baka sa labas ako mag online class mamaya uwu uwu,0,,tl
881,2021-08-01 14:59:03+00:00,myjustonlyyou,"online class is not for everyone. i hate it so much pag may nag sasabi na ""kung gusto mo naman matuto nasa saiyo yan"" okay point taken, pero hindi lahat kaya mag adapt sa olc, hindi lahat afford ang olc, ang dami naiiwan. why should we glamorize something that is so anti poor?",2,,tl
882,2021-08-01 12:23:29+00:00,badgalmaxxxy,Itutuloy parin ba talaga online class? Naiiyak na ako😭,0,,tl
883,2021-08-01 12:18:56+00:00,badgalmaxxxy,Wala ba talagang makakapigil sa online class? Tang ina 😭,0,,tl
884,2021-08-01 10:56:16+00:00,donnie_delosR,"I need to prepare at least a month for online class next school year specifically regarding internet connection.  

Pero paalin kung taga Si-ag ka????? Yowo! 

Reply or DM me kung may suggestions 🤣🤣🤣🤣",1,,en
885,2021-08-01 10:31:22+00:00,hnsndrrn,Sino may alam na may bilihan ng murang cpu na pwedeng pang online class/wfh?,0,,tl
886,2021-08-01 05:44:03+00:00,_ksvg31,Pass nga ako sa online class eh. Taena niyo hahhaa,0,,tl
887,2021-08-01 02:24:05+00:00,userrr0729,sa monday start na ng online class pota😭,0,,tl
888,2021-07-31 14:30:27+00:00,mjoooyce,"Mga doctor sa ""The good doctor"" parang grumaduate lang sa online class",0,,tl
889,2021-07-31 08:37:58+00:00,itstwittearl_,Ang dami talagang struggles ng online class. 😂,0,,tl
890,2021-07-31 08:03:40+00:00,joeynudo17,"Words of Wisdom for my class before they take their online Final Exams:
Cheating, in all forms, is not excusable. You may get away with it now but karma has its way of returning the favor.
#LawProfessorDiaries https://t.co/U3mrWvc6fe",1,['LawProfessorDiaries'],en
891,2021-07-31 07:11:01+00:00,jaysonsarmiento,Excited for tonight #catrionagrayacademy vip launch party happening in a few. Can't wait for this course to be available to EVERYONE! #BeAQueen class with @catrionaelisa is about to open. See you online. 😊 https://t.co/Y2JyODd52a https://t.co/mI5wVjQalF https://t.co/9KrMF13Q4A,7,"['catrionagrayacademy', 'BeAQueen']",en
892,2021-07-31 01:19:20+00:00,carlialejandro,"Anong ginawa ko pagkagising ko from anesthesia?

Umattend ng online class. Ehe",0,,tl
893,2021-07-30 20:39:58+00:00,cthrngnl,"ng gadgets para sa online class!! ah basta may araw din kayo, maniningil ang bayan sa lahat ng buhay na inutang niyo!",2,,tl
894,2021-07-30 08:30:39+00:00,TausaThea,Ayoko talaga ng online class,0,,tl
895,2021-07-30 05:25:19+00:00,iammailaaaaa,Pati pala sa online class may favoritism ang prof🙄,0,,tl
896,2021-07-29 13:54:45+00:00,sherleenmaeeee,nakakawalang gana online class,3,,tl
897,2021-07-29 13:54:32+00:00,sherleenmaeeee,"katamad na mag online class, buo ba talaga desisyon ko na tumigil",1,,tl
898,2021-07-29 10:11:46+00:00,sherleenmaeeee,"madali lang daw online class sabi ni kuya, sya kaya mag aral??? 😊",1,,tl
899,2021-07-29 02:09:31+00:00,Marthalala_03,May online class yan pero nagawang makapagfood panda😂 https://t.co/ChRLmvljbC,2,,tl
900,2021-07-29 02:02:19+00:00,jessamng,Tak jowa waray na gagamiton nga phone pan online class hahayst kun sano maklase amo pa gin bawi an phone sksksks,1,,tl
901,2021-07-28 13:36:23+00:00,raymundyadao,@miaaavaleine Trueee sish. Kaetoy metla katapusan ti August before classes start. Ket maquarantine kam manen ket need napigsa a signal for online class. 🥲,0,,tl
902,2021-07-28 07:21:15+00:00,panalanginn,FUCK MY SHORT TERM IS ALMOST DONE omg nakapag tapos ako ng 1st year college via online class??????,1,,en
903,2021-07-28 03:49:29+00:00,jerlyvrddro,@carmela_eliz codm &gt;&gt;&gt;&gt;&gt; online class HAHAHAHAHAHAHA alamuna,1,,tl
904,2021-07-27 05:27:36+00:00,_Alexxxxaa,@AkoSiEclipse NAKO MAMAYA NA ONLINE CLASS ETO NA MUNA AATUPAGIN KO MAMSH HAHAHAHAHAHAHAHAHAHAHA,0,,tl
905,2021-07-26 15:11:52+00:00,jghamoranto,Umuulan nga ng uno ngayong Online Class pero di ibig-sabihin nun eh madami kaming natutunan. Magkaiba ang nakapagpasa ng requirements sa natuto. 🥺 Remember that.,28,,tl
906,2021-07-26 15:11:25+00:00,sojushiiii,shuta wala akong phone na magagamit for online class parang ansarap mamatai,0,,tl
907,2021-07-25 19:54:14+00:00,Ragdej_18,pag online class talaga kahit may pasok ka mapapasama ka sa bakasyon e. https://t.co/AA4mXK6lYd,1,,tl
908,2021-07-25 12:57:35+00:00,alone_gwapo,Shuta 1 week left. Ready na ba ulit for online class??,0,,en
909,2021-07-25 05:53:19+00:00,noteury_,Hindi ko alam kung matutuwa na ako kasi birthmonth ko yon o maiinis kasi start na naman ng online class HAHAHAHAHA https://t.co/aallbayyCr,0,,tl
910,2021-07-24 14:55:37+00:00,alayzamaylao,Unsay nindot tablet for online class? I was thinking of ipad pro pero since duha sila out of budget na so okay ba ang samsung galaxy tab 7? 🤔,1,,tl
911,2021-07-24 07:29:54+00:00,jhayisleta,"ako na nakahiga at hindi nakikinig sa online class.

prof: Naintindihan ba to class? ...
(walang sumasagot)
prof: Jan Carlo naintindihan ba to?
me: https://t.co/HKIwMCYR2M",2,,tl
912,2021-07-22 11:07:59+00:00,Beeeecckks,Gusto ko magaral ulit. Online class din kaya sa grad school?,0,,tl
913,2021-07-22 06:22:51+00:00,eeellliee,"Enrolled. Sana mas kalma na online class na. 🤞🤞

ps. andami palang subject ng Grade 1 😂😂😂 mauuna pa ata akong umiyak kay Grae 😂😂😂😂😂 HAHAHAHAHA! @ Imus, Cavite https://t.co/XHW68OaJJg",0,,tl
914,2021-07-22 02:51:51+00:00,rheapanilagan,sakit bakay aning tuition nya online class ra pajud 🤧,6,,tl
915,2021-07-21 16:27:10+00:00,minee1_,i decided na mag online class nalang din,1,,en
916,2021-07-21 14:38:46+00:00,jghamoranto,@gilmrmr Diba? Bagay na bagay sa online class. HAHAHA jk. 🤣 https://t.co/UBNg9OFrGZ,0,,tl
917,2021-07-21 03:34:01+00:00,itskelzcristuta,"Early in the morning. Checking of emails and messages, answering some queries and questions, updating some orders of my suppliers, online selling, attending a virtual meeting, and online class. OMG laban pa? 😂 hustle hard!!!",2,,en
918,2021-07-21 01:52:35+00:00,blebleblessyyyy,Resulta na ang online class HAHAH🤯,1,,tl
919,2021-07-21 00:44:01+00:00,alyssoncorpes,Atm: nagbibihis yun tito ng student while we’re having our online class. 😅,0,,en
920,2021-07-21 00:17:33+00:00,efliwanag,@robinbarceo biodive niyo na pero online class pa rin :(,0,,tl
921,2021-07-20 13:27:30+00:00,Patypat19,nagsige naman nig labad ako ulo sa online class oy,1,,tl
922,2021-07-20 04:02:29+00:00,userrr0729,potek malapit na naman mag online class,0,,tl
923,2021-07-19 04:36:55+00:00,def_notmj,gago 2 weeks na lng online class na ulet tapos hinde pa ako enrolled HAHA sge gala pa buong luzon,0,,tl
924,2021-07-18 09:23:42+00:00,_JolliDy,I can’t believe that because of the online class setup my glasses grade went up 🥲,0,,en
925,2021-07-18 09:16:46+00:00,_JolliDy,Damn from 275 to 350 grade real quick... ty online class 🥴,0,,en
926,2021-07-17 14:07:58+00:00,Carlloooooooow,Until now di pa kami tapos sa online class huhu,0,,tl
927,2021-07-17 12:09:50+00:00,zaydendawson777,Akala ko tlga makakatakas na ako sa online class 😭,0,,tl
928,2021-07-17 08:46:46+00:00,rianbacalla,Hahahahah mas ma honor pa man ko sa f2f kaysa aning online class oy hahahahah,6,,tl
929,2021-07-16 02:48:53+00:00,reigngwapito,@ArianaGrindrr_ Online class and blended learning is not for everyone. Hindi rin lahat mag access sa internet. I really hope they offer array of academic strategies to lessen the impact of this pandemic in education of students. Hay.,0,,en
930,2021-07-15 11:51:24+00:00,jeyunnne,pwede naman mag trabaho habang nag aaral e basta online class HAHAHAHAHA eme,0,,tl
931,2021-07-15 11:08:22+00:00,zermyke,Parang masarap na pumasok sa med school kung online class parin. Theories nalang problema ko🤦‍♂️.. lamang nako sa skills. charaught!,2,,tl
932,2021-07-15 09:31:52+00:00,louisclaparols,"After 2 days of doing online presentations, im happy to say that the Design Studio 6 Class has finally made it to the finish line. ✔️✔️✔️ Im so proud of the kids i worked with this term, amazing job guys 👏🏼👏🏼 @SoFAcollege https://t.co/wIRV31iT2I",0,,en
933,2021-07-15 02:14:16+00:00,raymundyadao,Binigbigat na kam tuy karruba mi nga nagtagari la unay. Imbag lang awan online class ko today ta agpagradwar kamin. So mapank school ta mangala nak outputs G11 ta nakad-adu kurang da. Agkidemak ta 63 da nga grade HAHAHAHAHAHA,0,,tl
934,2021-07-13 11:46:09+00:00,Chelseatags,"First time ko mag zoom kanina sa school nakakatanga pala sa una, for real naka ilan ako tawag hahaha dahil nga now ko lang nagamit ang zoom hahahaha naiimagine ko sa online class. 🤣",1,,tl
935,2021-07-13 04:42:10+00:00,febzcalibo,luoy kaayo akong mama mag online class kay ga sige siyag lag tungod sa iyang laptop 😂😂,0,,tl
936,2021-07-12 12:39:06+00:00,_claaae,di ko na kaya mag online class,0,,tl
937,2021-07-12 02:02:03+00:00,Edweeeeeeen,Nako ‘yung ituturo kong online class sa UC ay 7:30am-9:30am 🙂😵‍💫 Sana pwede i-move anez kasi by then midnight sa akin ahaha 🥴💤,3,,tl
938,2021-07-11 12:37:10+00:00,bethmapa__,@PowerMacCenter online class saver hehe! 💋 My sister got her air 2021 and I got my air 2017 💛 https://t.co/O7JrzjFo8C,0,,en
939,2021-07-11 03:53:43+00:00,rheapanilagan,usto unta ko mag cmu pero online class man japon pangit stay ra japon cdo,1,,tl
940,2021-07-10 19:13:48+00:00,rainexxstorm,"December 2019 I injured my left ankle and had to be in crutches for around 6 weeks. I asked my grad school prof if I could accomplish class tasks online, and this was his response. And to be honest, I really understood. I actually didn't finish the course. https://t.co/SJomWl9oOz",0,,en
941,2021-07-10 17:28:42+00:00,imjoydalluay,pre iniisip ko pa lang online class nad-drain na ko buwahahahahahaha,0,,tl
942,2021-07-10 15:10:23+00:00,bagsicjulo,Online botohan na din HAHAHA di ako papayag na online class lang,0,,tl
943,2021-07-10 11:57:55+00:00,KimCCalimag,Pang-gabi ang pinili kung sched para sa online class. 😆 para di na akes gumala ng gabi sa araw na lamang HAHAHA.,1,,tl
944,2021-07-10 07:00:38+00:00,Carlloooooooow,Sana maaga matapos online class namin mamaya kasi may pupuntahan pa ako huhu,0,,tl
945,2021-07-10 03:11:18+00:00,carlialejandro,Never noticed na meron akong Periorbital Edema hanggang nag online class kami. Shuta. Sabog ka girl?,1,,tl
946,2021-07-09 10:35:55+00:00,raymundyadao,"di naman ako masyadong na-inform na sakin din pala ibibigay yung mga outputs ng mga modular classes sa english 9. malpas school year’n, finalized ko na sana grades ng online class ko for Q3 then nagadu pay gayam icheck ko nga outputs nga handa inted kanyak, di kadi mabebangak man",0,,tl
947,2021-07-09 05:47:02+00:00,carlialejandro,Sana lng po walang magmomoan mamaya habang nasa online class ako. Ano po. Beke nemen neighbors. Hahahaha,0,,tl
948,2021-07-09 01:12:55+00:00,userrr0729,pwede bang pakibagalan yung araw ayoko pa mag online class☹️,0,,tl
949,2021-07-08 21:16:29+00:00,wabingajayson,"Ni surrender na jud akong phone, for almost 5years. Thanks for the service OPPO A3s. Wala na po akong pang online class😫

#DonatePhone
#Onlineclass 
#sendhelp 
#OppoA3s 
#CHEDRegionXI",0,"['DonatePhone', 'Onlineclass', 'sendhelp', 'OppoA3s', 'CHEDRegionXI']",en
950,2021-07-06 14:23:37+00:00,MicLoresto,Pinagaaral na nila ako. Tas ang hirap magahanp ng fashion school na may bachelor degree na online class. Pota bat kasi ambagal mawala ng covid amp. Malas mo pag sa pilipinas ka pinaganak,1,,tl
951,2021-07-06 13:58:09+00:00,carlotejadilla,"2019 pa raw yung data, e ano ba after 2019 diba lockdown na. Paano mababawi yung datos na yon hirap nga mga estudyante sa online class. https://t.co/fXMDBQ4G2l",1,,tl
952,2021-07-05 16:32:56+00:00,its_elughhhh,"Ever since nagstart yung online class parang dun dumating e,tas wala akong social life,nasa kwarto lang ako palagi.",1,,tl
953,2021-07-05 01:55:50+00:00,davidgezzelle,pagkatapos gumala stress ngayon sa online class hahahahaha,0,,tl
954,2021-07-05 01:25:57+00:00,nashieme,@racqz35 Hahaha dba!? Payapa lang kme Pag wala sya online class kaloka! 🤣🤭,0,,tl
955,2021-07-04 02:00:21+00:00,griancexy,"Awit po ng mga KNC 👶
addpro po kasi ako ng knc online class 😁

#MCGIYouth 
#IYCSharingIsCaring https://t.co/WCFlo3Cgu3",0,"['MCGIYouth', 'IYCSharingIsCaring']",tl
956,2021-07-03 18:50:43+00:00,wabingajayson,"Conflict pajud kaayu baii...
sa cemetery nalang ko ani mag online class sa Monday. Gusto ko muhatud ka lola sa last day niya😥. Maka rest najud ka ug tarung La❤️ Di man ta Blood Related but gi isip ka namo as LOLA namo. Maka miss imuha smile every time makalaagko😥",1,,tl
957,2021-07-03 12:59:29+00:00,raymundyadao,"@ShopeePH Beke nemen bhie. HAHAHAHAHA NEED LNG PARA SA ONLINE CLASS 🤡

SIGE NA NGA SHOPEE #Shopee77MidYearSale #ShopeePITOnaTalaga https://t.co/3vRnG6npTw",0,"['Shopee77MidYearSale', 'ShopeePITOnaTalaga']",tl
958,2021-07-03 01:25:13+00:00,GRAINE08,Online class is f*ck❗💯❗,0,,en
959,2021-07-02 02:56:26+00:00,johnloydxxx,Di po ata kayo na informed na Online Class pa den Po 😭😭😭 https://t.co/JIen0vhhoV,0,,tl
960,2021-07-02 01:08:55+00:00,itsayanazores,@PLDT_Cares Help!!! We have no internet connection. Our router is blinking red. My kid is having his online class. No dialtone too.,0,,en
961,2021-07-01 17:35:40+00:00,OswaldJoshG,@jugyaaa Hahahaha we RBC karon sa online class,1,,tl
962,2021-07-01 15:51:28+00:00,raymundyadao,@ariel_arciaga @david_lumbre Isu garoid ate. Kasanu ngata nu inkay ag-PT ate? Allah afooo online class ngatarn,0,,tl
963,2021-07-01 11:19:58+00:00,iamjerryish,Mapadayon ko bay enroll dayon? Daw di ko pa gusto mastress liwat sa online class. 😅,0,,tl
964,2021-06-30 23:28:10+00:00,gabriel_jasel,"Nakakatuwa si Sam tinawagan pa ko para batiin, naisingit pa ko sa online class nya 🥺❤️",1,,tl
965,2021-06-30 16:42:14+00:00,salacnins,my mum asked me why am i so sensitive this past fee days and i was having second thoughts if i’m going to tell her or not coz if i did i’m gonna cry the whole night. so i chose not to tell her even i wanted to 😭 fvck online class 😭😭,1,,en
966,2021-06-29 02:44:32+00:00,raymundyadao,matira matibay talaga sa online class bhie 🙃 https://t.co/7ZESkZ5LZx,0,,tl
